Year End Adjustment Deduction,年末調整控除明細,
YEA-.YYYY.-.#####,YEA-.YYYY.-.#####,
アクセス日時,アクセス日時,
アクセス種別,アクセス種別,
アクセス者,アクセス者,
アクセス詳細,アクセス詳細,
アラート日,アラート日,
アラート有効,アラート有効,
アラート種別,アラート種別,
アラート設定,アラート設定,
アラート詳細,アラート詳細,
アラート閾値（%）,アラート閾値（%）,
この金額を超える場合、経営層の承認を追加,この金額を超える場合、経営層の承認を追加,
コメント,コメント,
ステータス,ステータス,
その他,その他,
その他所得,その他所得,
テーブル名,テーブル名,
デフォルト内容,デフォルト内容,
デフォルト届出内容,デフォルト届出内容,
デフォルト承認者,デフォルト承認者,
テンプレート,テンプレート,
テンプレート名,テンプレート名,
テンプレート説明,テンプレート説明,
なし,なし,
ひとり親控除,ひとり親控除,
マイナンバー,マイナンバー,
マイナンバー（マスク表示）,マイナンバー（マスク表示）,
マイナンバー情報,マイナンバー情報,
マイナンバー管理,マイナンバー管理,
マイナンバー記録,マイナンバー記録,
ワークフロー,ワークフロー,
一般,一般,
一般扶養親族数,一般扶養親族数,
一般条項,一般条項,
一般被保険者,一般被保険者,
上限時間,上限時間,
乙欄有効,乙欄有効,
事業主負担合計,事業主負担合計,
人事,人事,
介護保険料,介護保険料,
介護保険料率（40-64歳）,介護保険料率（40-64歳）,
代表印,代表印,
件名,件名,
会社,会社,
会計年度開始月,会計年度開始月,
住宅借入金等特別控除,住宅借入金等特別控除,
住所変更,住所変更,
住民税,住民税,
使用目的,使用目的,
例: 0.6%,例: 0.6%,
例: 0.95%,例: 0.95%,
例: 1.60%,例: 1.60%,
例: 4.99%,例: 4.99%,
例: 9.98%,例: 9.98%,
例: 令和6年度_東京,例: 令和6年度_東京,
例: 令和7年分,例: 令和7年分,
保険料（自動計算）,保険料（自動計算）,
修正元,修正元,
個人番号カード,個人番号カード,
健康保険,健康保険,
健康保険ステータス,健康保険ステータス,
健康保険料,健康保険料,
健康保険料率（労使合計）,健康保険料率（労使合計）,
健康保険料率（被保険者負担）,健康保険料率（被保険者負担）,
健康保険組合名,健康保険組合名,
健康保険被保険者番号,健康保険被保険者番号,
備考,備考,
処理日時,処理日時,
出力,出力,
利用目的,利用目的,
削除,削除,
削除済,削除済,
加入,加入,
労働保険,労働保険,
労災保険,労災保険,
労災保険ステータス,労災保険ステータス,
労災保険料率（‰）,労災保険料率（‰）,
効力発生日,効力発生日,
勤労学生控除,勤労学生控除,
協定名,協定名,
印鑑種別,印鑑種別,
厚生年金,厚生年金,
厚生年金ステータス,厚生年金ステータス,
厚生年金保険料,厚生年金保険料,
厚生年金保険料率（労使合計）,厚生年金保険料率（労使合計）,
厚生年金保険料率（被保険者）,厚生年金保険料率（被保険者）,
収入情報,収入情報,
収集日,収集日,
収集済,収集済,
同居老親等数,同居老親等数,
固定 18.3%,固定 18.3%,
固定 9.15%,固定 9.15%,
地震保険料控除,地震保険料控除,
基礎年金番号,基礎年金番号,
基礎控除,基礎控除,
報酬月額,報酬月額,
報酬月額合計,報酬月額合計,
変更,変更,
契約,契約,
実績時間,実績時間,
寡婦控除,寡婦控除,
対象年,対象年,
対象年度,対象年度,
対象文書,対象文書,
対象文書参照,対象文書参照,
対象文書種別,対象文書種別,
対象月,対象月,
対象期間,対象期間,
対象期間終了,対象期間終了,
対象期間開始,対象期間開始,
対象種別,対象種別,
小規模企業共済等掛金,小規模企業共済等掛金,
届出件名,届出件名,
届出内容,届出内容,
届出種別,届出種別,
市区町村,市区町村,
平均報酬月額,平均報酬月額,
年税額,年税額,
年調年税額,年調年税額,
年金事務所コード,年金事務所コード,
年間上限時間,年間上限時間,
年間上限超過,年間上限超過,
年間警告,年間警告,
建設,建設,
従業員,従業員,
従業員名,従業員名,
徴収,徴収,
徴収日,徴収日,
徴収済,徴収済,
慶弔,慶弔,
所得控除合計,所得控除合計,
所得控除明細,所得控除明細,
扶養情報,扶養情報,
扶養控除,扶養控除,
承認役割,承認役割,
承認者,承認者,
承認者リスト,承認者リスト,
承認者名,承認者名,
承認順序,承認順序,
控除明細,控除明細,
控除種別,控除種別,
控除額,控除額,
提供,提供,
料率名,料率名,
新標準報酬月額,新標準報酬月額,
新等級,新等級,
日雇労働被保険者,日雇労働被保険者,
日額表,日額表,
月,月,
月別報酬,月別報酬,
月間上限時間,月間上限時間,
月間上限超過,月間上限超過,
月間警告,月間警告,
月額変更,月額変更,
月額明細,月額明細,
月額表,月額表,
有効期限,有効期限,
有効終了日,有効終了日,
有効開始日,有効開始日,
期限切れ,期限切れ,
本人確認書類,本人確認書類,
業種区分,業種区分,
標準報酬月額,標準報酬月額,
清酒製造,清酒製造,
源泉徴収・年末調整,源泉徴収・年末調整,
源泉徴収済税額合計,源泉徴収済税額合計,
特別条項,特別条項,
特別条項年間上限,特別条項年間上限,
特別条項月間上限,特別条項月間上限,
特別条項適用月数上限,特別条項適用月数上限,
特定扶養親族数,特定扶養親族数,
現行情報,現行情報,
現行標準報酬月額,現行標準報酬月額,
生命保険料控除,生命保険料控除,
甲欄有効,甲欄有効,
申請日,申請日,
申請者,申請者,
申請部門,申請部門,
短期雇用特例被保険者,短期雇用特例被保険者,
確認情報,確認情報,
確認日,確認日,
確認済,確認済,
確認者,確認者,
社会保険料控除,社会保険料控除,
社会保険料控除（個人）,社会保険料控除（個人）,
社会保険料控除合計,社会保険料控除合計,
社会保険設定,社会保険設定,
社印,社印,
税額,税額,
税額情報,税額情報,
税額表種別,税額表種別,
税額計算,税額計算,
稟議内容,稟議内容,
稟議内容詳細,稟議内容詳細,
種別,種別,
等級,等級,
算出税額,算出税額,
算定基礎,算定基礎,
算定種別,算定種別,
給与収入合計,給与収入合計,
給与所得控除,給与所得控除,
給与所得金額,給与所得金額,
給与計算時に保険料を自動計算,給与計算時に保険料を自動計算,
老人扶養親族数,老人扶養親族数,
脱退,脱退,
自動計算設定,自動計算設定,
被保険者番号,被保険者番号,
被保険者種別,被保険者種別,
被保険者負担合計,被保険者負担合計,
角印,角印,
計算基準,計算基準,
計算結果,計算結果,
証明書提出済,証明書提出済,
詳細,詳細,
課税所得金額,課税所得金額,
調整区分,調整区分,
調整結果,調整結果,
負担合計,負担合計,
資格取得,資格取得,
資格取得時,資格取得時,
資格喪失,資格喪失,
購入,購入,
農林水産,農林水産,
通勤経路変更,通勤経路変更,
通知カード+身分証,通知カード+身分証,
通知書受領日,通知書受領日,
過不足額,過不足額,
適用,適用,
適用料率テーブル,適用料率テーブル,
適用終了年月,適用終了年月,
適用終了日,適用終了日,
適用開始年月,適用開始年月,
適用開始日,適用開始日,
還付,還付,
都道府県,都道府県,
配偶者所得,配偶者所得,
配偶者控除,配偶者控除,
配偶者控除区分,配偶者控除区分,
配偶者特別控除,配偶者特別控除,
金額,金額,
金額閾値,金額閾値,
閲覧,閲覧,
障害者控除,障害者控除,
雇用保険,雇用保険,
雇用保険ステータス,雇用保険ステータス,
雇用保険料率（事業主）,雇用保険料率（事業主）,
雇用保険料率区分,雇用保険料率区分,
雇用保険料率（被保険者）,雇用保険料率（被保険者）,
雇用保険設定,雇用保険設定,
非適用,非適用,
高年齢被保険者,高年齢被保険者,
